Timestamp,Function,Execution Time (s),Memory (KB),Peak Memory (KB)
2025-04-01 11:32:49,randomized_kruskal,0.015158891677856445,74.8671875,106.765625
2025-04-01 11:32:49,a_star,0.0074312686920166016,0.8203125,48.2890625
2025-04-01 11:46:18,randomized_kruskal,0.010852575302124023,74.8671875,106.765625
2025-04-01 11:46:18,a_star,0.007324934005737305,0.8203125,48.2890625
